token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
44299,INF179KC1HF9,Growth,HDFC Technology Fund - Regular (G),Regular,HDHIRGR-GR,13.991,-0.21,-1.47,100.00,,11th February 2025
44300,INF179KC1HG7,Dividend - Payout,HDFC Technology Fund - Regular (IDCW),Regular,HDHIRDP-DP,13.991,-0.21,-1.47,100.00,,11th February 2025
44300,INF179KC1HH5,Dividend - Reinvest,HDFC Technology Fund - Regular (IDCW),Regular,HDHIRDR-DR,13.991,-0.21,-1.47,100.00,,11th February 2025
44301,INF179KC1HI3,Growth,HDFC Technology Fund - Direct (G),Direct,HDHIDGR-GR,14.239,-0.21,-1.46,100.00,,11th February 2025
44302,INF179KC1HJ1,Dividend - Payout,HDFC Technology Fund - Direct (IDCW),Direct,HDHIDDP-DP,14.239,-0.21,-1.46,100.00,,11th February 2025
44302,INF179KC1HK9,Dividend - Reinvest,HDFC Technology Fund - Direct (IDCW),Direct,HDHIDDR-DR,14.239,-0.21,-1.46,100.00,,11th February 2025
44303,INF959L01HJ1,Growth,Navi BSE Sensex Index Fund - Regular (G),Regular,ESNSBPG-GR,11.5993,-0.15,-1.28,100.00,,11th February 2025
44304,INF959L01HK9,Growth,Navi BSE Sensex Index Fund - Direct (G),Direct,ESNSBDG-GR,11.7272,-0.15,-1.29,100.00,,11th February 2025
44305,INF966L01CQ2,Growth,Quant Teck Fund - Regular (G),Regular,QUTKGP-GR,11.7838,-0.30,-2.45,5000.00,,11th February 2025
44306,INF966L01CR0,Dividend - Payout,Quant Teck Fund - Regular (IDCW),Regular,QUTKDP-DP,11.7868,-0.30,-2.51,5000.00,,11th February 2025
44306,INF966L01CS8,Dividend - Reinvest,Quant Teck Fund - Regular (IDCW),Regular,QUTKDP-DR,11.7868,-0.30,-2.51,5000.00,,11th February 2025
44307,INF966L01CT6,Growth,Quant Teck Fund - Direct (G),Direct,QUTKDG-GR,12.0571,-0.30,-2.45,5000.00,,11th February 2025
44308,INF966L01CU4,Dividend - Payout,Quant Teck Fund - Direct (IDCW),Direct,QUTKD1-DP,12.0516,-0.31,-2.50,5000.00,,11th February 2025
44308,INF966L01CV2,Dividend - Reinvest,Quant Teck Fund - Direct (IDCW),Direct,QUTKD1-DR,12.0516,-0.31,-2.50,5000.00,,11th February 2025
44309,INF03VN01795,Growth,WhiteOak Capital Multi Cap Fund - Regular (G),Regular,YE106G-GR,13.185,-0.35,-2.55,500.00,,11th February 2025
44310,INF03VN01803,Growth,WhiteOak Capital Multi Cap Fund - Direct (G),Direct,YED106G-GR,13.496,-0.35,-2.56,500.00,,11th February 2025
44311,INF579M01AV5,Growth,360 ONE Balanced Hybrid Fund - Regular (G),Regular,IIIBHRG-GR,11.9166,-0.10,-0.86,1000.00,,11th February 2025
44312,INF579M01AW3,Dividend - Payout,360 ONE Balanced Hybrid Fund - Regular (IDCW),Regular,IIIBHRP-DP,11.9166,-0.10,-0.86,1000.00,,11th February 2025
44312,INF579M01AX1,Dividend - Reinvest,360 ONE Balanced Hybrid Fund - Regular (IDCW),Regular,IIIBHRR-DR,11.9166,-0.10,-0.86,1000.00,,11th February 2025
44313,INF579M01AY9,Growth,360 ONE Balanced Hybrid Fund - Direct (G),Direct,IIIBHDG-GR,12.1664,-0.11,-0.93,1000.00,,11th February 2025
44314,INF579M01AZ6,Dividend - Payout,360 ONE Balanced Hybrid Fund - Direct (IDCW),Direct,IIIBHDP-DP,12.1664,-0.11,-0.93,1000.00,,11th February 2025
44314,INF579M01BA7,Dividend - Reinvest,360 ONE Balanced Hybrid Fund - Direct (IDCW),Direct,IIIBHDR-DR,12.1664,-0.11,-0.93,1000.00,,11th February 2025
44315,INF0QA701490,Growth,Bajaj Finserv Arbitrage Fund - Regular (G),Regular,BJAFRG-GR,10.966,0.01,0.05,500.00,,11th February 2025
44316,INF0QA701508,Dividend - Payout,Bajaj Finserv Arbitrage Fund - Regular (IDCW),Regular,BJAFRD-DP,10.966,0.01,0.05,500.00,,11th February 2025
44316,INF0QA701516,Dividend - Reinvest,Bajaj Finserv Arbitrage Fund - Regular (IDCW),Regular,BJAFRD-DR,10.966,0.01,0.05,500.00,,11th February 2025
44317,INF0QA701524,Growth,Bajaj Finserv Arbitrage Fund - Direct (G),Direct,BJAFDG-GR,11.075,0.01,0.05,500.00,,11th February 2025
44318,INF0QA701532,Dividend - Payout,Bajaj Finserv Arbitrage Fund - Direct (IDCW),Direct,BJAFDD-DP,11.075,0.01,0.05,500.00,,11th February 2025
44318,INF0QA701540,Dividend - Reinvest,Bajaj Finserv Arbitrage Fund - Direct (IDCW),Direct,BJAFDD-DR,11.075,0.01,0.05,500.00,,11th February 2025
44319,INF740KA1TB5,Growth,DSP Multi Asset Allocation Fund - Regular (G),Regular,DS645-GR,12.7372,-0.03,-0.26,100.00,,10th February 2025
44320,INF740KA1TC3,Dividend - Payout,DSP Multi Asset Allocation Fund - Regular (IDCW),Regular,DS646-DP,12.7372,-0.03,-0.26,100.00,,10th February 2025
44320,INF740KA1TD1,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Regular (IDCW),Regular,DS647-DR,12.7372,-0.03,-0.26,100.00,,10th February 2025
44321,INF740KA1TE9,Growth,DSP Multi Asset Allocation Fund - Direct (G),Direct,DS896-GR,12.9883,-0.03,-0.24,100.00,,10th February 2025
44322,INF740KA1TF6,Dividend - Payout,DSP Multi Asset Allocation Fund - Direct (IDCW),Direct,DS897-DP,12.9883,-0.03,-0.24,100.00,,10th February 2025
44322,INF740KA1TG4,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Direct (IDCW),Direct,DS898-DR,12.9883,-0.03,-0.24,100.00,,10th February 2025
44323,INF179KC1HL7,Growth,HDFC Pharma and Healthcare Fund - Regular (G),Regular,HDHPRGR-GR,15.593,-0.44,-2.73,100.00,,11th February 2025
44324,INF179KC1HM5,Dividend - Payout,HDFC Pharma and Healthcare Fund - Regular (IDCW),Regular,HDHPRDP-DP,15.593,-0.44,-2.73,100.00,,11th February 2025
44324,INF179KC1HN3,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Regular (IDCW),Regular,HDHPRDR-DR,15.593,-0.44,-2.73,100.00,,11th February 2025
44325,INF179KC1HO1,Growth,HDFC Pharma and Healthcare Fund - Direct (G),Direct,HDHPDGR-GR,15.856,-0.44,-2.72,100.00,,11th February 2025
44326,INF179KC1HP8,Dividend - Payout,HDFC Pharma and Healthcare Fund - Direct (IDCW),Direct,HDHPDDP-DP,15.856,-0.44,-2.72,100.00,,11th February 2025
44326,INF179KC1HQ6,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Direct (IDCW),Direct,HDHPDDR-DR,15.856,-0.44,-2.72,100.00,,11th February 2025
44328,INF789F1AYY7,Growth,UTI-Innovation Fund - Regular (G),Regular,UTFIGPG-GR,10.812,-0.37,-3.29,5000.00,,11th February 2025
44329,INF789F1AYZ4,Dividend - Payout,UTI-Innovation Fund - Regular (IDCW),Regular,UTFIDPD-DP,10.812,-0.37,-3.29,5000.00,,11th February 2025
44330,INF789F1AZA4,Growth,UTI-Innovation Fund - Direct (G),Direct,UTFIG1G-GR,11.0239,-0.38,-3.30,5000.00,,11th February 2025
44331,INF789F1AZB2,Dividend - Payout,UTI-Innovation Fund - Direct (IDCW),Direct,UTFID1D-DP,11.0239,-0.38,-3.30,5000.00,,11th February 2025
44332,INF247L01BS5,Growth,Motilal Oswal Developed Market Ex US ETFs Fund of,Regular,MODMGP-GR,12.2781,0.08,0.64,500.00,,10th February 2025
44333,INF247L01BT3,Growth,Motilal Oswal Developed Market Ex US ETFs Fund of,Direct,MODMGD-GR,12.3468,0.08,0.63,500.00,,10th February 2025
44334,INF194KB1GN7,Growth,Bandhan Retirement Fund - Regular (G),Regular,ID385-GR,11.702,-0.14,-1.17,1000.00,,11th February 2025
44335,INF194KB1GO5,Dividend - Payout,Bandhan Retirement Fund - Regular (IDCW),Regular,ID386-DP,11.703,-0.14,-1.16,1000.00,,11th February 2025
44335,INF194KB1GP2,Dividend - Reinvest,Bandhan Retirement Fund - Regular (IDCW),Regular,ID386R-DR,11.703,-0.14,-1.16,1000.00,,11th February 2025
44336,INF194KB1GU2,Growth,Bandhan Retirement Fund - Direct (G),Direct,IDD385-GR,11.966,-0.13,-1.11,1000.00,,11th February 2025
44337,INF194KB1GV0,Dividend - Payout,Bandhan Retirement Fund - Direct (IDCW),Direct,IDD386-DP,11.961,-0.14,-1.15,1000.00,,11th February 2025
44337,INF194KB1GW8,Dividend - Reinvest,Bandhan Retirement Fund - Direct (IDCW),Direct,IDD386R-DR,11.961,-0.14,-1.15,1000.00,,11th February 2025
44338,INF769K01KT9,Growth,Mirae Asset BSE Sensex ETF,Regular,MASXRG-GR,77.3273,-1.03,-1.32,5000.00,,11th February 2025
44338,INF769K01KT9,Growth,Mirae Asset BSE Sensex ETF,Regular,MASXRGD-GR,77.3273,-1.03,-1.32,5000.00,,11th February 2025
44339,INF174KA1PG7,Growth,Kotak Nifty G-Sec July 2033 Index Fund-Reg (G),Regular,KO1199-GR,11.3001,0.01,0.09,100.00,,11th February 2025
44340,INF174KA1PH5,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Reg (IDCW),Regular,KO120P0-DP,11.3,0.01,0.09,100.00,,11th February 2025
44340,INF174KA1PI3,Dividend - Reinvest,Kotak Nifty G-Sec July 2033 Index Fund-Reg (IDCW),Regular,KO1200-DR,11.3,0.01,0.09,100.00,,11th February 2025
44341,INF174KA1PJ1,Growth,Kotak Nifty G-Sec July 2033 Index Fund-Dir (G),Direct,KO1199D-GR,11.3378,0.01,0.07,100.00,,11th February 2025
44342,INF174KA1PK9,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Dir (IDCW),Direct,KO120D0-DP,11.3379,0.01,0.07,100.00,,11th February 2025
44342,INF174KA1PL7,Dividend - Reinvest,Kotak Nifty G-Sec July 2033 Index Fund-Dir (IDCW),Direct,KO1200D-DR,11.3379,0.01,0.07,100.00,,11th February 2025
44343,INF666M01HJ0,Growth,Groww Nifty Total Market Index Fund-Regular (G),Regular,INNIGP-GR,12.3603,-0.26,-2.06,500.00,,11th February 2025
44344,INF666M01HK8,Dividend - Payout,Groww Nifty Total Market Index Fund-Regular (IDCW),Regular,INNIDP-DP,12.3609,-0.26,-2.05,500.00,,11th February 2025
44344,INF666M01HL6,Dividend - Reinvest,Groww Nifty Total Market Index Fund-Regular (IDCW),Regular,INNIDP-DR,12.3609,-0.26,-2.05,500.00,,11th February 2025
44345,INF666M01HM4,Growth,Groww Nifty Total Market Index Fund-Direct (G),Direct,INNIG1-GR,12.4829,-0.26,-2.02,500.00,,11th February 2025
44346,INF666M01HN2,Dividend - Payout,Groww Nifty Total Market Index Fund-Direct (IDCW),Direct,INNID1-DP,12.4826,-0.26,-2.02,500.00,,11th February 2025
44346,INF666M01HO0,Dividend - Reinvest,Groww Nifty Total Market Index Fund-Direct (IDCW),Direct,INNID1-DR,12.4826,-0.26,-2.02,500.00,,11th February 2025
44348,INF251K01SO2,Growth,Baroda BNP Paribas Small Cap Fund - Regular (G),Regular,BPSCRG-GR,11.793,-0.34,-2.78,5000.00,,11th February 2025
44349,INF251K01SP9,Dividend - Payout,Baroda BNP Paribas Small Cap Fund - Regular (IDCW),Regular,BPSCRD-DP,11.793,-0.34,-2.78,5000.00,,11th February 2025
44349,INF251K01SQ7,Dividend - Reinvest,Baroda BNP Paribas Small Cap Fund - Regular (IDCW),Regular,BPSCRD-DR,11.793,-0.34,-2.78,5000.00,,11th February 2025
44350,INF251K01SR5,Growth,Baroda BNP Paribas Small Cap Fund - Direct (G),Direct,BPSCDG-GR,12.0359,-0.34,-2.78,5000.00,,11th February 2025
44351,INF251K01SS3,Dividend - Payout,Baroda BNP Paribas Small Cap Fund - Direct (IDCW),Direct,BPSCDD-DP,12.0359,-0.34,-2.78,5000.00,,11th February 2025
44351,INF251K01ST1,Dividend - Reinvest,Baroda BNP Paribas Small Cap Fund - Direct (IDCW),Direct,BPSCDD-DR,12.0359,-0.34,-2.78,5000.00,,11th February 2025
44352,INF754K01RW0,Growth,Edelweiss Multi Cap Fund - Regular (G),Regular,EDMURG-GR,13.4498,-0.29,-2.11,100.00,,11th February 2025
44353,INF754K01RX8,Dividend - Payout,Edelweiss Multi Cap Fund - Regular (IDCW),Regular,EDMUDP-DP,13.4498,-0.29,-2.11,100.00,,11th February 2025
44353,INF754K01RY6,Dividend - Reinvest,Edelweiss Multi Cap Fund - Regular (IDCW),Regular,EDMUDP-DR,13.4498,-0.29,-2.11,100.00,,11th February 2025
44354,INF754K01SD8,Growth,Edelweiss Multi Cap Fund - Direct (G),Direct,EDMUD1-GR,13.7387,-0.29,-2.08,100.00,,11th February 2025
44355,INF754K01SA4,Dividend - Payout,Edelweiss Multi Cap Fund - Direct (IDCW),Direct,EDMUD2-DP,13.7387,-0.29,-2.08,100.00,,11th February 2025
44355,INF754K01SB2,Dividend - Reinvest,Edelweiss Multi Cap Fund - Direct (IDCW),Direct,EDMUD2-DR,13.7387,-0.29,-2.08,100.00,,11th February 2025
44356,INF082J01440,Growth,Quantum Small Cap Fund - Regular (G),Regular,QTSCRG-GR,11.18,-0.28,-2.44,500.00,,11th February 2025
44357,INF082J01432,Growth,Quantum Small Cap Fund - Direct (G),Direct,QTSCGP-GR,11.4,-0.28,-2.40,500.00,,11th February 2025
44358,INF879O01217,Growth,Parag Parikh Arbitrage Fund - Regular (G),Regular,PPAFRG-GR,10.9425,0.00,0.02,1000.00,,11th February 2025
44359,INF879O01225,Growth,Parag Parikh Arbitrage Fund - Direct (G),Direct,PPAFDG-GR,10.9915,0.00,0.01,1000.00,,11th February 2025
44360,INF769K01KU7,Growth,Mirae Asset Nifty 200 Alpha 30 ETF,Regular,MANARG-GR,22.4293,-0.64,-2.78,5000.00,,11th February 2025
44361,INF209KB13W4,Growth,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123B-GR,11.1746,0.00,0.04,10000.00,,10th February 2025
44362,INF209KB14W2,Dividend - Payout,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123A-DP,11.1735,0.00,0.03,10000.00,,10th February 2025
44362,INF209KB15W9,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123C-DR,11.1735,0.00,0.03,10000.00,,10th February 2025
44363,INF209KB16W7,Growth,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123Y-GR,11.1835,0.00,0.03,10000.00,,10th February 2025
44364,INF209KB17W5,Dividend - Payout,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123X-DP,11.1835,0.00,0.03,10000.00,,10th February 2025
44364,INF209KB18W3,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123Z-DR,11.1835,0.00,0.03,10000.00,,10th February 2025
44365,INF209KB19W1,Growth,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124B-GR,11.2725,0.00,0.02,10000.00,,10th February 2025
44366,INF209KB10X8,Dividend - Payout,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124A-DP,11.2725,0.00,0.02,10000.00,,10th February 2025
44366,INF209KB11X6,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124C-DR,11.2725,0.00,0.02,10000.00,,10th February 2025
44367,INF209KB12X4,Growth,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124Y-GR,11.2817,0.00,0.02,10000.00,,10th February 2025
44368,INF209KB13X2,Dividend - Payout,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124X-DP,11.2816,0.00,0.01,10000.00,,10th February 2025
44368,INF209KB14X0,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124Z-DR,11.2816,0.00,0.01,10000.00,,10th February 2025
44369,INF03VN01811,Growth,WhiteOak Capital Balanced Hybrid Fund - Regular (G,Regular,YE107G-GR,11.923,-0.13,-1.05,500.00,,11th February 2025
44370,INF03VN01829,Growth,WhiteOak Capital Balanced Hybrid Fund - Direct (G),Direct,YED107G-GR,12.155,-0.14,-1.10,500.00,,11th February 2025
44375,INF209KB17X3,Growth,Aditya Birla SL Transportation and Logistics Fund-,Regular,BS125B-GR,12.46,-0.34,-2.66,500.00,,11th February 2025
44376,INF209KB18X1,Dividend - Payout,Aditya Birla SL Transportation and Logistics Fund-,Regular,BS125A-DP,12.46,-0.35,-2.73,500.00,,11th February 2025
44377,INF209KB15X7,Growth,Aditya Birla SL Transportation and Logistics Fund-,Direct,BS125Y-GR,12.7,-0.35,-2.68,500.00,,11th February 2025
44378,INF209KB16X5,Dividend - Payout,Aditya Birla SL Transportation and Logistics Fund-,Direct,BS125X-DP,12.7,-0.35,-2.68,500.00,,11th February 2025
44379,INF769K01KV5,Growth,Mirae Asset Nifty IT ETF,Regular,MAITRG-GR,43.1504,-0.65,-1.48,5000.00,,11th February 2025
44379,INF769K01KV5,Growth,Mirae Asset Nifty IT ETF,Regular,MAITRGD-GR,43.1504,-0.65,-1.48,5000.00,,11th February 2025
44380,INF0R8701012,Growth,Helios Flexi Cap Fund - Regular (G),Regular,HOHFCRG-GR,12.7,-0.36,-2.76,5000.00,,11th February 2025
44381,INF0R8701020,Dividend - Payout,Helios Flexi Cap Fund - Regular (IDCW),Regular,HOHFCRP-DP,12.7,-0.36,-2.76,5000.00,,11th February 2025
44381,INF0R8701038,Dividend - Reinvest,Helios Flexi Cap Fund - Regular (IDCW),Regular,HOHFCRD-DR,12.7,-0.36,-2.76,5000.00,,11th February 2025
44382,INF0R8701046,Growth,Helios Flexi Cap Fund - Direct (G),Direct,HOHFCDG-GR,12.94,-0.37,-2.78,5000.00,,11th February 2025
44383,INF0R8701053,Dividend - Payout,Helios Flexi Cap Fund - Direct (IDCW),Direct,HOHFCDP-DP,12.95,-0.36,-2.70,5000.00,,11th February 2025
44383,INF0R8701061,Dividend - Reinvest,Helios Flexi Cap Fund - Direct (IDCW),Direct,HOHFCDD-DR,12.95,-0.36,-2.70,5000.00,,11th February 2025
44384,INF0R8701095,Growth,Helios Overnight Fund - Regular (G),Regular,HOHOFRG-GR,1087.503,0.18,0.02,5000.00,,11th February 2025
44386,INF0R8701079,Growth,Helios Overnight Fund - Direct (G),Direct,HOHOFDG-GR,1088.2125,0.18,0.02,5000.00,,11th February 2025
44388,INF0R8F01018,Growth,Zerodha Nifty LargeMidcap 250 Index Fund-Direct (G,Direct,ZEZN250-GR,12.3632,-0.28,-2.19,100.00,,11th February 2025
44389,INF0R8F01026,Growth,Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index,Direct,ZEZELSS-GR,12.3745,-0.28,-2.18,500.00,,11th February 2025
44390,INF0QA701557,Growth,Bajaj Finserv Banking and PSU Fund - Reg (G),Regular,BJBPRG-GR,10.998,0.00,-0.02,1000.00,,11th February 2025
44391,INF0QA701565,Dividend - Payout,Bajaj Finserv Banking and PSU Fund - Reg (IDCW),Regular,BJBPRD-DP,10.998,0.00,-0.02,1000.00,,11th February 2025
44391,INF0QA701573,Dividend - Reinvest,Bajaj Finserv Banking and PSU Fund - Reg (IDCW),Regular,BJBPRD-DR,10.998,0.00,-0.02,1000.00,,11th February 2025
44392,INF0QA701581,Dividend - Reinvest,Bajaj Finserv Banking and PSU Fund - Reg (IDCW-M),Regular,BJBPRM-DR,10.9906,0.00,0.01,1000.00,MONTHLY,11th February 2025
44392,INF0QA701599,Dividend - Payout,Bajaj Finserv Banking and PSU Fund - Reg (IDCW-M),Regular,BJBPRM-DP,10.9906,0.00,0.01,1000.00,MONTHLY,11th February 2025
44393,INF0QA701607,Growth,Bajaj Finserv Banking and PSU Fund - Dir (G),Direct,BJBPDG-GR,11.0739,0.00,0.04,1000.00,,11th February 2025
44394,INF0QA701615,Dividend - Payout,Bajaj Finserv Banking and PSU Fund - Dir (IDCW),Direct,BJBPDD-DP,11.0739,0.00,0.04,1000.00,,11th February 2025
44394,INF0QA701623,Dividend - Reinvest,Bajaj Finserv Banking and PSU Fund - Dir (IDCW),Direct,BJBPDD-DR,11.0739,0.00,0.04,1000.00,,11th February 2025
44395,INF0QA701631,Dividend - Reinvest,Bajaj Finserv Banking and PSU Fund - Dir (IDCW-M),Direct,BJBPDM-DR,11.0642,0.00,0.04,1000.00,MONTHLY,11th February 2025
44395,INF0QA701649,Dividend - Payout,Bajaj Finserv Banking and PSU Fund - Dir (IDCW-M),Direct,BJBPDM-DP,11.0642,0.00,0.04,1000.00,MONTHLY,11th February 2025
44396,INF200KA13Z8,Growth,SBI NIFTY 1D Rate ETF,Regular,SB682-GR,1000.0,0.00,0.00,5000.00,DAILY,11th February 2025
44396,INF200KA13Z8,Growth,SBI NIFTY 1D Rate ETF,Regular,SB682D-GR,1000.0,0.00,0.00,5000.00,DAILY,11th February 2025
44397,INF174KA1PM5,Growth,Kotak Consumption Fund - Regular (G),Regular,KO1201-GR,12.622,-0.28,-2.16,100.00,,11th February 2025
44398,INF174KA1PN3,Dividend - Payout,Kotak Consumption Fund - Regular (IDCW),Regular,KO120P2-DP,12.62,-0.28,-2.17,100.00,,11th February 2025
44398,INF174KA1PO1,Dividend - Reinvest,Kotak Consumption Fund - Regular (IDCW),Regular,KO1202-DR,12.62,-0.28,-2.17,100.00,,11th February 2025
44399,INF174KA1PP8,Growth,Kotak Consumption Fund - Direct (G),Direct,KO1201D-GR,12.882,-0.29,-2.19,100.00,,11th February 2025
44400,INF174KA1PQ6,Dividend - Payout,Kotak Consumption Fund - Direct (IDCW),Direct,KO120D2-DP,12.882,-0.29,-2.19,100.00,,11th February 2025
44400,INF174KA1PR4,Dividend - Reinvest,Kotak Consumption Fund - Direct (IDCW),Direct,KO1202D-DR,12.882,-0.29,-2.19,100.00,,11th February 2025
44401,INF194KB1GX6,Growth,Bandhan Nifty Alpha 50 Index Fund - Regular (G),Regular,ID387-GR,12.1138,-0.43,-3.40,1000.00,,11th February 2025
44402,INF194KB1GY4,Dividend - Payout,Bandhan Nifty Alpha 50 Index Fund - Regular (IDCW),Regular,ID388-DP,12.1136,-0.43,-3.40,1000.00,,11th February 2025
44402,INF194KB1GZ1,Dividend - Reinvest,Bandhan Nifty Alpha 50 Index Fund - Regular (IDCW),Regular,ID388R-DR,12.1136,-0.43,-3.40,1000.00,,11th February 2025
44403,INF194KB1HA2,Growth,Bandhan Nifty Alpha 50 Index Fund - Direct (G),Direct,IDD387-GR,12.2174,-0.43,-3.42,1000.00,,11th February 2025
44404,INF194KB1HB0,Dividend - Payout,Bandhan Nifty Alpha 50 Index Fund - Direct (IDCW),Direct,IDD388-DP,12.2137,-0.43,-3.37,1000.00,,11th February 2025
44404,INF194KB1HC8,Dividend - Reinvest,Bandhan Nifty Alpha 50 Index Fund - Direct (IDCW),Direct,IDD388R-DR,12.2137,-0.43,-3.37,1000.00,,11th February 2025
44409,INF740KA1TH2,Growth,DSP Gold ETF Fund of Fund - Regular (G),Regular,DS648-GR,13.6864,-0.05,-0.39,100.00,,11th February 2025
44410,INF740KA1TI0,Dividend - Payout,DSP Gold ETF Fund of Fund - Regular (IDCW),Regular,DS649-DP,13.6864,-0.05,-0.39,100.00,,11th February 2025
44410,INF740KA1TJ8,Dividend - Reinvest,DSP Gold ETF Fund of Fund - Regular (IDCW),Regular,DS650-DR,13.6864,-0.05,-0.39,100.00,,11th February 2025
44411,INF740KA1TK6,Growth,DSP Gold ETF Fund of Fund - Direct (G),Direct,DS899-GR,13.7512,-0.06,-0.43,100.00,,11th February 2025
44412,INF740KA1TL4,Dividend - Payout,DSP Gold ETF Fund of Fund - Direct (IDCW),Direct,DS900-DP,13.7512,-0.06,-0.43,100.00,,11th February 2025
44412,INF740KA1TM2,Dividend - Reinvest,DSP Gold ETF Fund of Fund - Direct (IDCW),Direct,DS901-DR,13.7512,-0.06,-0.43,100.00,,11th February 2025
44413,INF846K013S0,Growth,AXIS India Manufacturing Fund - Regular (G),Regular,AXIMGP-GR,12.32,-0.29,-2.30,500.00,,11th February 2025
44414,INF846K014S8,Dividend - Payout,AXIS India Manufacturing Fund - Regular (IDCW),Regular,AXIMDP-DP,12.32,-0.29,-2.30,500.00,,11th February 2025
44414,INF846K015S5,Dividend - Reinvest,AXIS India Manufacturing Fund - Regular (IDCW),Regular,AXIMDP-DR,12.32,-0.29,-2.30,500.00,,11th February 2025
44415,INF846K016S3,Growth,AXIS India Manufacturing Fund - Direct (G),Direct,AXIMDG-GR,12.53,-0.29,-2.26,500.00,,11th February 2025
44416,INF846K017S1,Dividend - Payout,AXIS India Manufacturing Fund - Direct (IDCW),Direct,AXIMD1-DP,12.53,-0.29,-2.26,500.00,,11th February 2025
44416,INF846K018S9,Dividend - Reinvest,AXIS India Manufacturing Fund - Direct (IDCW),Direct,AXIMD1-DR,12.53,-0.29,-2.26,500.00,,11th February 2025
44417,INF0K1H01099,Growth,Samco Dynamic Asset Allocation Fund-Reg (G),Regular,SADARG-GR,10.22,-0.09,-0.87,5000.00,,11th February 2025
44418,INF0K1H01107,Dividend - Payout,Samco Dynamic Asset Allocation Fund-Reg (IDCW),Regular,SADARD-DP,10.22,-0.09,-0.87,5000.00,,11th February 2025
44418,INF0K1H01115,Dividend - Reinvest,Samco Dynamic Asset Allocation Fund-Reg (IDCW),Regular,SADARD-DR,10.22,-0.09,-0.87,5000.00,,11th February 2025
44419,INF0K1H01131,Growth,Samco Dynamic Asset Allocation Fund-Dir (G),Direct,SADADG-GR,10.42,-0.09,-0.86,5000.00,,11th February 2025
44420,INF0K1H01149,Dividend - Payout,Samco Dynamic Asset Allocation Fund-Dir (IDCW),Direct,SADADD-DP,10.41,-0.09,-0.86,5000.00,,11th February 2025
44420,INF0K1H01156,Dividend - Reinvest,Samco Dynamic Asset Allocation Fund-Dir (IDCW),Direct,SADADD-DR,10.41,-0.09,-0.86,5000.00,,11th February 2025
44421,INF754K01SE6,Growth,Edelweiss Gold ETF,Regular,EDGERG-GR,86.4277,-0.29,-0.34,5000.00,,11th February 2025
44421,INF754K01SE6,Growth,Edelweiss Gold ETF,Regular,EDGERGD-GR,86.4277,-0.29,-0.34,5000.00,,11th February 2025
44422,INF966L01CW0,Growth,Quant Momentum Fund - Regular (G),Regular,QUMOGP-GR,13.1542,-0.28,-2.05,5000.00,,11th February 2025
44423,INF966L01CX8,Dividend - Payout,Quant Momentum Fund - Regular (IDCW),Regular,QUMODP-DP,13.1127,-0.27,-2.00,5000.00,,11th February 2025
44423,INF966L01CY6,Dividend - Reinvest,Quant Momentum Fund - Regular (IDCW),Regular,QUMODP-DR,13.1127,-0.27,-2.00,5000.00,,11th February 2025
44424,INF966L01CZ3,Growth,Quant Momentum Fund - Direct (G),Direct,QUMODG-GR,13.3802,-0.28,-2.05,5000.00,,11th February 2025
44425,INF966L01DA4,Dividend - Payout,Quant Momentum Fund - Direct (IDCW),Direct,QUMOD1-DP,13.3675,-0.27,-2.00,5000.00,,11th February 2025
44425,INF966L01DB2,Dividend - Reinvest,Quant Momentum Fund - Direct (IDCW),Direct,QUMOD1-DR,13.3675,-0.27,-2.00,5000.00,,11th February 2025
44426,INF0QA701680,Growth,Bajaj Finserv Balanced Advantage Fund - Reg (G),Regular,BJBFRG-GR,10.564,-0.12,-1.09,500.00,,11th February 2025
44427,INF0QA701698,Dividend - Payout,Bajaj Finserv Balanced Advantage Fund - Reg (IDCW),Regular,BJBFRD-DP,10.564,-0.12,-1.09,500.00,,11th February 2025
